,titulo,endereco,preco,quartos,suites,banheiros,vagas,privativos,total,infra,coordenadas,link
203,Apartamento 2 Quartos São João 70m²,"Rua José Pereira Liberato, 1123, São João - Itajaí/SC","R$ 620.000,00",2,1,2,1,70 M2,99 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Playground', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9017714, -48.68297829999999&zoom=16",https://maximoveis.com.br/imovel/12136/apartamento-2-quartos-monier-sao-joao-itajai/
204,Apartamento 3 Quartos Fazendinha 107m²,"Rua Jorge Fernandes, 136, Fazendinha - Itajaí/SC","R$ 975.000,00",3,3,4,3,107 M2,166 M2,"['Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Gás Central', 'Piscina Coletiva', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9285564, -48.6470975&zoom=16",https://maximoveis.com.br/imovel/11331/apartamento-3-quartos-belvedere-residence-fazendinha-itajai/
205,Apartamento 2 Quartos Praia Brava 80m²,"Rua Aririba, 71, Praia Brava - Itajaí/SC","R$ 1.112.875,21",2,1,2,2,80 M2,145 M2,"['Elevador', 'Espaço Gourmet', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.954247199999998, -48.6411941&zoom=16",https://maximoveis.com.br/imovel/5182/apartamento-2-quartos-brava-view-praia-brava-itajai/
206,Apartamento 2 Quartos Itaipava 49m²,"Avenida Itaipava, 3868, Itaipava - Itajaí/SC","R$ 260.000,00",2,,1,1,49 M2,53 M2,"['Condomínio Fechado', 'Estacionamento', 'Guarita', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Quadra de Esportes', 'Salão de Festas', 'Vigilância 24 horas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9438009, -48.7391063&zoom=16",https://maximoveis.com.br/imovel/12790/apartamento-2-quartos-quinta-das-araucarias-itaipava-itajai/
207,Apartamento 3 Quartos Vila Operária 83m²,"Rua Carlos Seara, 686, Vila Operária - Itajaí/SC","R$ 693.000,00",3,1,2,2,83 M2,108 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9124872, -48.6715753&zoom=16",https://maximoveis.com.br/imovel/11544/apartamento-3-quartos-living-360%C2%BA-vila-operaria-itajai/
208,Apartamento 3 Quartos Praia Brava 108m²,"Rua Delfim Mário Pádua Peixoto, 600, Praia Brava - Itajaí/SC","R$ 2.500.000,00",3,1,2,2,108 M2,151 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9459299, -48.630799&zoom=16",https://maximoveis.com.br/imovel/11819/apartamento-3-quartos-amores-da-brava-praia-brava-itajai/
209,Apartamento 2 Quartos São João 92m²,"Rua Domingos Laureano, 129, São João - Itajaí/SC","R$ 595.000,00",2,1,2,1,92 M2,141 M2,"['Elevador', 'Interfone', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9083726, -48.6803526&zoom=16",https://maximoveis.com.br/imovel/12411/apartamento-2-quartos-bela-unione-sao-joao-itajai/
210,Apartamento 3 Quartos Fazenda 126m²,"Rua Antônio Manoel Moreira, 123, Fazenda - Itajaí/SC","R$ 1.718.700,00",3,3,3,2,126 M2,,"['Aquecimento Central', 'Condomínio Fechado', 'Elevador', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Estacionamento', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Porteiro Eletrônico', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.920075, -48.65229499999998&zoom=16",https://maximoveis.com.br/imovel/6098/apartamento-3-quartos-gran-marine-fazenda-itajai/
211,Apartamento 3 Quartos Fazenda 236m²,"Rua Jorge Tzachel, 344, Fazenda - Itajaí/SC","R$ 2.200.000,00",3,3,5,3,236 M2,279 M2,"['Condomínio Fechado', 'Depósito', 'Elevador', 'Elevador de Serviço', 'Empresa de Monitoramento', 'Estacionamento', 'Guarita', 'Interfone', 'Sala Fitness', 'SPU', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.919254, -48.65129280000001&zoom=16",https://maximoveis.com.br/imovel/12133/apartamento-3-quartos-edith-bernardes-fazenda-itajai/
212,Apartamento 3 Quartos Centro 87m²,"Avenida Prefeito Cirino Adolfo Cabral, 2863, Centro - Navegantes/SC","R$ 742.640,00",3,1,1,1,87 M2,130 M2,"['Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Estacionamento', 'Interfone', 'Piscina Coletiva', 'Playground', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8841227000000000, -48.6416976000000000&zoom=16",https://maximoveis.com.br/imovel/6947/apartamento-3-quartos-chardonnay-residence-centro-navegantes/
213,Apartamento 1 Quarto Pioneiros 43m²,"Rua Isidoro Caetano, 58, Pioneiros - Balneário Camboriú/SC","R$ 490.000,00",1,,1,1,43 M2,,"['Interfone', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.97156, -48.6356182&zoom=16",https://maximoveis.com.br/imovel/12825/apartamento-1-quarto-ilha-do-farol-bc-pioneiros-balneario-camboriu/
214,Apartamento 2 Quartos Cordeiros 56m²,"Rua São Paulo, 270, Cordeiros - Itajaí/SC","R$ 375.000,00",2,,1,1,56 M2,69 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Interfone', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8889301, -48.6966767&zoom=16",https://maximoveis.com.br/imovel/12657/apartamento-2-quartos-lago-maggiore-residenze-cordeiros-itajai/
215,Apartamento 4 Quartos Vila Operária 126m²,"Rua Carlos Seara, 746, Vila Operária - Itajaí/SC","R$ 1.415.000,00",4,2,4,1,126 M2,,"['Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Lavanderia', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.912963, -48.6713888&zoom=16",https://maximoveis.com.br/imovel/10327/apartamento-4-quartos-atmos-sky-vila-operaria-itajai/
216,Apartamento 2 Quartos Centro 67m²,"Rua Mario Rebelo, 285, Centro - Navegantes/SC","R$ 380.000,00",2,1,2,1,67 M2,73 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8988598, -48.6466222&zoom=16",https://maximoveis.com.br/imovel/12617/apartamento-2-quartos-centro-navegantes/
217,Apartamento 2 Quartos Meia Praia 78m²,"Avenida Prefeito Cirino Adolfo Cabral, 4486, Meia Praia - Navegantes/SC","R$ 590.000,00",2,1,2,2,78 M2,84 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8551515, -48.6384304&zoom=16",https://maximoveis.com.br/imovel/11697/apartamento-2-quartos-residencial-villaggio-di-siena-meia-praia-navegantes/
218,Apartamento 2 Quartos São Vicente 41m²,"Rua Sátyro Loureiro, 771, São Vicente - Itajaí/SC","R$ 306.900,00",2,,1,1,41 M2,72 M2,"['Interfone', 'Lavanderia', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9121045, -48.6986548&zoom=16",https://maximoveis.com.br/imovel/11428/apartamento-2-quartos-dona-adelia-sao-vicente-itajai/
219,Apartamento 2 Quartos Itaipava 44m²,"Rua Maria De Souza Gonçalves, 38, Itaipava - Itajaí/SC","R$ 220.000,00",2,,1,1,44 M2,49 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Estacionamento', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9434091, -48.7474332&zoom=16",https://maximoveis.com.br/imovel/12565/apartamento-2-quartos-luna-bella-itaipava-itajai/
220,Apartamento 3 Quartos Praia Brava 74m²,"Rua Suécia, 421, Praia Brava - Itajaí/SC","R$ 950.000,00",3,1,2,2,74 M2,120 M2,"['Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9554717, -48.6438808&zoom=16",https://maximoveis.com.br/imovel/10309/apartamento-3-quartos-north-brava-praia-brava-itajai/
221,Apartamento 2 Quartos Vila Operária 78m²,"Rua Carlos Seara, 746, Vila Operária - Itajaí/SC","R$ 753.000,00",2,1,2,1,78 M2,,"['Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Lavanderia', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.912963, -48.6713888&zoom=16",https://maximoveis.com.br/imovel/10324/apartamento-2-quartos-atmos-sky-vila-operaria-itajai/
222,Apartamento 3 Quartos Cabeçudas 124m²,"Rua José Menescau Do Monte, 154, Cabeçudas - Itajaí/SC","R$ 1.720.000,00",3,3,4,2,124 M2,157 M2,"['Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Piscina Coletiva', 'Piscina Infantil', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9285217, -48.63569940000001&zoom=16",https://maximoveis.com.br/imovel/11977/apartamento-3-quartos-splendid-etoile-cabe%C3%A7udas-itajai/
223,Apartamento 2 Quartos São Vicente 41m²,"Rua Sátyro Loureiro, 771, São Vicente - Itajaí/SC","R$ 309.900,00",2,,1,1,41 M2,72 M2,"['Interfone', 'Lavanderia', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9121045, -48.6986548&zoom=16",https://maximoveis.com.br/imovel/11425/apartamento-2-quartos-dona-adelia-sao-vicente-itajai/
224,Apartamento 2 Quartos Centro 77m²,"Rua Juvenal Garcia, 400, Centro - Itajaí/SC","R$ 753.000,00",2,2,3,2,77 M2,,"['Aquecimento Central', 'Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9147098, -48.6655161&zoom=16",https://maximoveis.com.br/imovel/10499/apartamento-2-quartos-maiori-centro-itajai/
225,Apartamento 2 Quartos São Vicente 74m²,"Rua Sátyro Loureiro, 771, São Vicente - Itajaí/SC","R$ 379.600,00",2,1,2,1,74 M2,116 M2,"['Interfone', 'Lavanderia', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9121045, -48.6986548&zoom=16",https://maximoveis.com.br/imovel/11424/apartamento-2-quartos-dona-adelia-sao-vicente-itajai/
226,Apartamento 4 Quartos Fazenda 165m²,"Rua Camboriú, 433, Fazenda - Itajaí/SC","R$ 2.600.000,00",4,4,5,3,165 M2,324 M2,"['Circuito Fechado de TV', 'Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Aquecida', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9115688, -48.6562565&zoom=16",https://maximoveis.com.br/imovel/8990/apartamento-4-quartos-camboriu-tower-residence-fazenda-itajai/
227,Apartamento 2 Quartos Várzea Do Ranchinho 69m²,"Avenida Marginal Oeste, 1770, Várzea Do Ranchinho - Camboriú/SC","R$ 350.000,00",2,1,2,1,69 M2,90 M2,"['Condomínio Fechado', 'Elevador', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Portaria', 'Salão de Festas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9827230000000000, -48.6743915000000000&zoom=16",https://maximoveis.com.br/imovel/12626/apartamento-2-quartos-camboriu-village-ii-varzea-do-ranchinho-camboriu/
228,Apartamento 1 Quarto Centro 31m²,"Avenida Estados, 2850, Centro - Balneário Camboriú/SC","R$ 425.000,00",1,,1,,31 M2,58 M2,"['Churrasqueira Condominial', 'Elevador', 'Interfone', 'Portaria', 'Portaria 24 horas', 'Quiosque']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9810408000000000, -48.6404133000000000&zoom=16",https://maximoveis.com.br/imovel/12642/apartamento-1-quarto-san-martin-centro-balneario-camboriu/
229,Apartamento 3 Quartos Praia Brava 118m²,"Avenida Rua Luci Canziani, 200, Praia Brava - Itajaí/SC","R$ 2.500.000,00",3,1,3,3,118 M2,163 M2,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Playground', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Segurança Patrimonial', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9441106, -48.6387048&zoom=16",https://maximoveis.com.br/imovel/12295/apartamento-3-quartos-torres-da-brava-praia-brava-itajai/
230,Apartamento 3 Quartos Centro 82m²,"Rua Pereira Neto, 189, Centro - Itajaí/SC","R$ 820.000,00",3,1,2,2,82 M2,130 M2,"['Brinquedoteca', 'Circuito Fechado de TV', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.906686, -48.6675619&zoom=16",https://maximoveis.com.br/imovel/11946/apartamento-3-quartos-lottus-residence-centro-itajai/
231,Apartamento 3 Quartos Centro 296m²,"Rua Camboriú, 255, Centro - Itajaí/SC","R$ 1.800.000,00",3,3,4,3,296 M2,369 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9103041, -48.6565976&zoom=16",https://maximoveis.com.br/imovel/12818/apartamento-3-quartos-aririba-centro-itajai/
232,Apartamento 2 Quartos São Vicente 62m²,"Rua Sátyro Loureiro, 771, São Vicente - Itajaí/SC","R$ 369.400,00",2,1,2,1,62 M2,100 M2,"['Interfone', 'Lavanderia', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9121045, -48.6986548&zoom=16",https://maximoveis.com.br/imovel/12167/apartamento-2-quartos-dona-adelia-sao-vicente-itajai/
233,Apartamento 3 Quartos Centro 132m²,"Rua 1111, 301, Centro - Balneário Camboriú/SC","R$ 2.100.000,00",3,3,3,2,132 M2,,"['Bicicletário', 'Churrasqueira Condominial', 'Elevador', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9811116, -48.6393174&zoom=16",https://maximoveis.com.br/imovel/12049/apartamento-3-quartos-spazio-del-mare-centro-balneario-camboriu/
234,Apartamento 2 Quartos Meia Praia 71m²,"Rua Emílio Janes, 256, Meia Praia - Navegantes/SC","R$ 385.000,00",2,1,2,1,71 M2,,['Estacionamento'],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.863334, -48.6388819&zoom=16",https://maximoveis.com.br/imovel/12450/apartamento-2-quartos-aludra-residence-meia-praia-navegantes/
235,Apartamento 4 Quartos Fazenda 165m²,"Rua Camboriú, 433, Fazenda - Itajaí/SC","R$ 2.400.000,00",4,4,5,3,165 M2,324 M2,"['Circuito Fechado de TV', 'Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Aquecida', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9115688, -48.6562565&zoom=16",https://maximoveis.com.br/imovel/6445/apartamento-4-quartos-camboriu-tower-residence-fazenda-itajai/
236,Apartamento 2 Quartos São João 71m²,"Rua João Ladislau Tabalipa, 455, São João - Itajaí/SC","R$ 561.965,05",2,1,2,1,71 M2,,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Estacionamento', 'Gás Central', 'Guarita', 'Interfone', 'Jardim', 'Piscina Aquecida', 'Piscina Coletiva', 'Playground', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9011733, -48.6739564&zoom=16",https://maximoveis.com.br/imovel/11174/apartamento-2-quartos-garden-club-sao-joao-itajai/
237,Apartamento 4 Quartos Praia Brava 210m²,"Rua Delfim Mário Pádua Peixoto, 580, Praia Brava - Itajaí/SC","R$ 5.609.910,71",4,4,4,4,210 M2,,"['Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Estacionamento', 'Gás Central', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Porteiro Eletrônico', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Spa', 'Vigilância 24 horas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.945536, -48.6307536&zoom=16",https://maximoveis.com.br/imovel/9025/apartamento-4-quartos-le-blanc-brava-residence-praia-brava-itajai/
238,Apartamento 2 Quartos Praia Brava 65m²,"Rua Suécia, 286, Praia Brava - Itajaí/SC","R$ 1.110.000,00",2,1,2,1,65 M2,94 M2,"['Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9549503, -48.6432367&zoom=16",https://maximoveis.com.br/imovel/12044/apartamento-2-quartos-privilege-residence-praia-brava-itajai/
239,Apartamento 2 Quartos Dom Bosco 73m²,"Rua Esperidião Graciliano Da Silva, 298, Dom Bosco - Itajaí/SC","R$ 570.000,00",2,1,2,1,73 M2,,"['Brinquedoteca', 'Churrasqueira Condominial', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9199902, -48.6809755&zoom=16",https://maximoveis.com.br/imovel/10777/apartamento-2-quartos-lago-di-lucerna-dom-bosco-itajai/
240,Apartamento 2 Quartos São Judas 69m²,"Rua Willy Henning, 27, São Judas - Itajaí/SC","R$ 570.000,00",2,1,1,1,69 M2,90 M2,"['Condomínio Fechado', 'Elevador', 'Interfone', 'Salão de Festas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9142265, -48.670941400000004&zoom=16",https://maximoveis.com.br/imovel/2936/apartamento-2-quartos-villa-florence-sao-judas-itajai/
241,Apartamento 2 Quartos Centro 68m²,"Rua Juvenal Garcia, 400, Centro - Itajaí/SC","R$ 585.000,00",2,1,2,1,68 M2,,"['Aquecimento Central', 'Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9147098, -48.6655161&zoom=16",https://maximoveis.com.br/imovel/10501/apartamento-2-quartos-maiori-centro-itajai/
242,Apartamento 2 Quartos Centro 79m²,"Rua Honorato Coelho Da Rocha, 95, Centro - Navegantes/SC","R$ 590.000,00",2,1,2,1,79 M2,,"['Circuito Fechado de TV', 'Elevador', 'Elevador de Serviço', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9012285, -48.6446762&zoom=16",https://maximoveis.com.br/imovel/10488/apartamento-2-quartos-residencial-ilha-de-malta-centro-navegantes/
243,Apartamento 3 Quartos Praia Brava 106m²,"Rua Maurino Vieira, 166, Praia Brava - Itajaí/SC","R$ 1.130.000,00",3,1,3,2,106 M2,169 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Lavanderia', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9518472, -48.6422262&zoom=16",https://maximoveis.com.br/imovel/11623/apartamento-3-quartos-brava-valley-praia-brava-itajai/
244,Apartamento 3 Quartos Vila Operária 100m²,"Rua Duque De Caxias, 375, Vila Operária - Itajaí/SC","R$ 807.200,00",3,1,2,2,100 M2,,"['Brinquedoteca', 'Churrasqueira Condominial', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9107435, -48.6730925&zoom=16",https://maximoveis.com.br/imovel/12861/apartamento-3-quartos-duque-3751-vila-operaria-itajai/
245,Apartamento 3 Quartos Fazenda 144m²,"Lauro Muller, 1200, Fazenda - Itajaí/SC","R$ 2.600.000,00",3,3,4,3,144 M2,228 M2,"['Brinquedoteca', 'Churrasqueira Condominial', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Porteiro Eletrônico', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Spa', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9158542, -48.6539855&zoom=16",https://maximoveis.com.br/imovel/11329/apartamento-3-quartos-marine-vision-fazenda-itajai/
246,Apartamento 2 Quartos Centro 93m²,"Rua 1131, 331, Centro - Balneário Camboriú/SC","R$ 1.550.000,00",2,2,3,2,93 M2,206 M2,"['Elevador', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Sala Fitness', 'Salão de Festas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.980242, -48.63942400000001&zoom=16",https://maximoveis.com.br/imovel/9207/apartamento-2-quartos-granada-centro-balneario-camboriu/
247,Apartamento 2 Quartos Vila Operária 74m²,"Avenida José Eugênio Muller, 1279, Vila Operária - Itajaí/SC","R$ 600.527,00",2,,3,1,74 M2,,"['Elevador', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.914269, -48.67051739999999&zoom=16",https://maximoveis.com.br/imovel/12917/apartamento-2-quartos-urban-side-vila-operaria-itajai/
